SERIALNO,PWGTP,age,gender,marriage_status,income
181091,23,75,Female,Widowed,0.0
181366,51,62,Male,Married,0.0
181366,56,59,Female,Married,0.0
181569,65,56,Female,Divorced,65000.0
182017,25,62,Male,Married,0.0
182017,13,58,Female,Married,0.0
182353,37,73,Female,Divorced,0.0
182353,77,53,Female,Divorced,60000.0
182353,56,17,Male,Never married or under 15 years old,0.0
182353,42,79,Male,Divorced,0.0
183125,72,71,Male,Married,16500.0
183125,99,66,Female,Married,0.0
183714,11,84,Male,Widowed,0.0
185858,522,54,Male,Married,30000.0
185858,711,48,Female,Married,89000.0
185858,739,19,Female,Never married or under 15 years old,8500.0
186069,136,35,Male,Divorced,13800.0
186069,101,16,Male,Never married or under 15 years old,2100.0
186081,154,53,Female,Divorced,20000.0
186822,26,45,Female,Married,1300.0
186822,22,50,Male,Married,41000.0
186822,39,21,Male,Never married or under 15 years old,2000.0
186822,41,17,Female,Never married or under 15 years old,2500.0
186822,39,15,Female,Never married or under 15 years old,0.0
186822,35,12,Female,Never married or under 15 years old,
187337,8,58,Female,Married,70000.0
187337,17,69,Male,Married,0.0
188619,12,80,Male,Divorced,0.0
189222,43,48,Female,Widowed,75000.0
189222,39,12,Female,Never married or under 15 years old,
189222,38,55,Male,Divorced,75000.0
190799,64,51,Female,Married,30000.0
190799,67,52,Male,Married,41000.0
190799,180,27,Male,Never married or under 15 years old,30000.0
190799,46,19,Male,Never married or under 15 years old,15000.0
191131,53,73,Male,Married,0.0
191131,62,70,Female,Married,0.0
191426,65,38,Male,Married,100000.0
191426,54,40,Female,Married,16000.0
191426,57,15,Male,Never married or under 15 years old,0.0
191426,63,13,Female,Never married or under 15 years old,
191426,148,20,Female,Never married or under 15 years old,2000.0
191426,60,1,Female,Never married or under 15 years old,
191987,88,40,Male,Married,62000.0
191987,58,31,Female,Married,50000.0
191987,49,18,Male,Never married or under 15 years old,6500.0
191987,64,7,Male,Never married or under 15 years old,
191987,64,5,Male,Never married or under 15 years old,
191987,107,1,Female,Never married or under 15 years old,
192231,49,20,Male,Never married or under 15 years old,11500.0
192231,55,20,Male,Never married or under 15 years old,0.0
192961,76,43,Male,Married,12000.0
192961,62,36,Female,Married,8000.0
192961,67,8,Female,Never married or under 15 years old,
192961,63,7,Male,Never married or under 15 years old,
193315,70,68,Female,Married,0.0
193315,108,69,Male,Married,0.0
194557,190,19,Male,Never married or under 15 years old,0.0
195048,221,20,Female,Never married or under 15 years old,3000.0
195048,183,1,Male,Never married or under 15 years old,
195048,181,0,Female,Never married or under 15 years old,
195048,137,25,Male,Never married or under 15 years old,15000.0
195090,113,19,Female,Never married or under 15 years old,6000.0
195090,100,20,Female,Never married or under 15 years old,6000.0
195090,145,19,Female,Never married or under 15 years old,6000.0
195126,105,47,Male,Never married or under 15 years old,55000.0
196487,86,34,Male,Married,32000.0
196487,66,33,Female,Married,37000.0
196487,64,7,Male,Never married or under 15 years old,
196487,65,13,Female,Never married or under 15 years old,
196487,62,11,Male,Never married or under 15 years old,
196637,364,50,Female,Married,27000.0
196637,234,51,Male,Married,47000.0
196986,73,37,Male,Married,90000.0
196986,48,38,Female,Married,32000.0
196986,28,17,Male,Never married or under 15 years old,3000.0
197214,128,58,Female,Never married or under 15 years old,96000.0
197516,15,57,Female,Married,5000.0
197516,15,62,Male,Married,55000.0
198602,186,81,Male,Divorced,800.0
198637,11,49,Female,Married,4800.0
198637,17,73,Male,Married,0.0
198674,101,53,Male,Married,70000.0
198674,114,51,Female,Married,5000.0
199765,214,71,Male,Divorced,0.0
200760,68,21,Female,Never married or under 15 years old,6000.0
201283,70,59,Male,Divorced,67000.0
201620,13,57,Female,Divorced,5000.0
201620,35,17,Female,Never married or under 15 years old,4200.0
204664,28,59,Male,Married,0.0
204664,23,62,Female,Married,0.0
206062,53,44,Female,Never married or under 15 years old,40000.0
207545,99,72,Male,Married,17000.0
207545,91,63,Female,Married,18000.0
208930,54,24,Male,Never married or under 15 years old,7000.0
209347,50,70,Female,Married,0.0
209347,49,85,Male,Married,0.0
209544,49,25,Female,Married,7600.0
209544,59,27,Male,Married,42000.0
211025,274,31,Male,Divorced,80000.0
211025,322,13,Female,Never married or under 15 years old,
211025,438,5,Male,Never married or under 15 years old,
211025,1818,32,Female,Divorced,21000.0
211369,41,27,Female,Never married or under 15 years old,20000.0
211369,35,8,Male,Never married or under 15 years old,
211369,27,4,Male,Never married or under 15 years old,
212477,58,52,Male,Divorced,60000.0
213754,34,71,Male,Divorced,0.0
213974,20,34,Male,Never married or under 15 years old,37800.0
215535,73,68,Male,Married,0.0
215535,69,64,Female,Married,0.0
215573,85,71,Male,Divorced,0.0
217612,153,61,Male,Never married or under 15 years old,80000.0
218263,11,50,Female,Married,8000.0
218263,12,47,Male,Married,110000.0
218263,11,13,Female,Never married or under 15 years old,
218263,11,11,Female,Never married or under 15 years old,
219170,24,31,Female,Never married or under 15 years old,43000.0
219747,23,19,Male,Never married or under 15 years old,0.0
219956,90,63,Male,Married,0.0
219956,110,62,Female,Married,9500.0
219956,180,29,Female,Never married or under 15 years old,2000.0
219956,96,10,Female,Never married or under 15 years old,
219956,96,9,Female,Never married or under 15 years old,
222029,93,67,Male,Married,0.0
222029,105,63,Female,Married,51000.0
222029,240,38,Male,Never married or under 15 years old,0.0
222029,84,15,Male,Never married or under 15 years old,0.0
222029,161,33,Female,Divorced,20000.0
222029,86,14,Male,Never married or under 15 years old,
222029,87,6,Male,Never married or under 15 years old,
222029,130,3,Male,Never married or under 15 years old,
222441,143,57,Female,Married,0.0
222441,114,60,Male,Married,150000.0
222737,5,29,Male,Never married or under 15 years old,7200.0
223653,56,61,Female,Married,40000.0
223653,55,63,Male,Married,0.0
224748,404,28,Female,Never married or under 15 years old,14000.0
224748,546,5,Male,Never married or under 15 years old,
224748,546,2,Male,Never married or under 15 years old,
224748,546,0,Female,Never married or under 15 years old,
225783,42,70,Female,Married,0.0
225783,30,72,Male,Married,0.0
226050,85,50,Female,Married,28000.0
226050,81,16,Female,Never married or under 15 years old,1500.0
227671,18,72,Female,Married,0.0
227671,18,76,Male,Married,0.0
227671,14,9,Female,Never married or under 15 years old,
227684,77,15,Male,Never married or under 15 years old,0.0
227709,298,62,Female,Divorced,600.0
227732,107,36,Male,Married,106000.0
227732,88,37,Female,Married,60000.0
227732,206,5,Female,Never married or under 15 years old,
227732,96,3,Male,Never married or under 15 years old,
227849,90,76,Male,Married,0.0
227849,77,72,Female,Married,0.0
228302,80,68,Male,Divorced,3000.0
228618,155,39,Female,Divorced,29900.0
229082,152,93,Female,Widowed,0.0
229732,119,20,Male,Never married or under 15 years old,800.0
229741,116,80,Female,Widowed,0.0
230775,148,70,Female,Divorced,45000.0
230775,150,53,Male,Never married or under 15 years old,86000.0
231172,46,26,Female,Never married or under 15 years old,3900.0
231172,97,6,Male,Never married or under 15 years old,
231172,46,3,Male,Never married or under 15 years old,
231925,149,57,Female,Married,21000.0
231925,103,59,Male,Married,89000.0
232905,99,48,Male,Never married or under 15 years old,54000.0
233470,62,41,Female,Divorced,38000.0
233470,60,15,Male,Never married or under 15 years old,0.0
233876,503,36,Female,Married,16000.0
233876,491,38,Male,Married,72000.0
233876,300,14,Male,Never married or under 15 years old,
233876,298,12,Male,Never married or under 15 years old,
233876,250,10,Female,Never married or under 15 years old,
234108,64,66,Female,Widowed,7200.0
235054,132,27,Male,Never married or under 15 years old,32000.0
235106,126,81,Male,Married,0.0
235106,69,82,Female,Married,0.0
235180,33,53,Male,Married,65000.0
235180,68,48,Female,Married,17000.0
235229,88,51,Female,Separated,24000.0
235836,57,40,Male,Married,90000.0
235836,38,40,Female,Married,0.0
235836,45,9,Male,Never married or under 15 years old,
237029,80,57,Female,Divorced,150000.0
237265,43,79,Female,Widowed,0.0
237726,15,31,Female,Married,13200.0
237726,19,32,Male,Married,35000.0
237726,22,8,Female,Never married or under 15 years old,
237726,32,6,Male,Never married or under 15 years old,
237946,119,48,Male,Married,102000.0
237946,69,47,Female,Married,43000.0
237946,61,16,Male,Never married or under 15 years old,500.0
238182,96,46,Male,Married,35000.0
238182,108,42,Female,Married,145000.0
239221,71,87,Female,Married,0.0
239374,75,28,Male,Married,10000.0
239374,36,27,Female,Married,3000.0
239374,46,2,Female,Never married or under 15 years old,
239374,82,0,Male,Never married or under 15 years old,
239400,97,61,Male,Divorced,0.0
239566,75,61,Female,Married,20000.0
239566,56,60,Male,Married,0.0
239912,57,73,Female,Never married or under 15 years old,0.0
239980,35,68,Male,Married,0.0
239980,39,62,Female,Married,35000.0
243324,21,50,Female,Divorced,50000.0
243424,40,67,Female,Never married or under 15 years old,0.0
243670,186,71,Female,Divorced,0.0
243670,376,25,Male,Never married or under 15 years old,60000.0
243873,86,67,Female,Married,0.0
243873,113,71,Male,Married,0.0
246436,174,79,Female,Married,0.0
246436,331,82,Male,Married,0.0
246479,48,72,Female,Widowed,0.0
248171,9,69,Male,Married,20000.0
248171,7,59,Female,Married,0.0
248171,10,34,Female,Divorced,5000.0
248743,122,61,Male,Married,130000.0
248743,126,53,Female,Married,0.0
248743,165,32,Female,Never married or under 15 years old,40000.0
248743,124,16,Male,Never married or under 15 years old,0.0
248743,88,4,Male,Never married or under 15 years old,
248743,143,2,Female,Never married or under 15 years old,
248791,111,51,Male,Divorced,80000.0
248908,31,84,Female,Widowed,0.0
249211,67,59,Male,Married,29000.0
249211,56,55,Female,Married,5200.0
249211,39,21,Female,Never married or under 15 years old,2800.0
249316,9,61,Female,Married,0.0
250306,23,80,Male,Widowed,0.0
250306,22,76,Female,Widowed,0.0
250579,95,47,Male,Married,425000.0
250579,88,52,Female,Married,35000.0
250895,10,45,Male,Married,80000.0
250895,9,45,Female,Married,4800.0
250895,16,24,Female,Never married or under 15 years old,0.0
250895,11,20,Male,Never married or under 15 years old,0.0
251430,79,67,Male,Married,85000.0
251430,112,66,Female,Married,0.0
251610,37,56,Male,Divorced,0.0
251610,153,22,Male,Never married or under 15 years old,25000.0
251610,35,52,Female,Divorced,17800.0
251930,123,51,Male,Divorced,55000.0
251930,131,56,Female,Widowed,21000.0
253468,93,84,Female,Widowed,0.0
254898,32,31,Female,Married,48000.0
254898,27,35,Male,Married,43000.0
254898,27,1,Male,Never married or under 15 years old,
255461,40,76,Female,Divorced,0.0
255721,99,65,Male,Married,0.0
255721,109,62,Female,Married,0.0
256689,60,66,Female,Married,0.0
256689,79,70,Male,Married,0.0
257101,109,85,Female,Widowed,0.0
257101,95,24,Male,Never married or under 15 years old,1000.0
258554,326,26,Female,Married,21000.0
258554,151,24,Male,Married,23000.0
258554,264,24,Male,Never married or under 15 years old,1700.0
258554,264,21,Male,Never married or under 15 years old,1700.0
259037,23,19,Male,Never married or under 15 years old,10000.0
259621,19,54,Male,Married,0.0
260548,141,48,Female,Married,20700.0
260548,101,48,Male,Married,65000.0
260693,34,57,Female,Never married or under 15 years old,17000.0
261676,48,59,Male,Married,120000.0
261676,48,70,Female,Married,0.0
262174,71,55,Male,Divorced,600.0
262214,219,35,Female,Never married or under 15 years old,54000.0
262214,228,36,Male,Never married or under 15 years old,0.0
262791,112,29,Male,Married,80000.0
262791,95,30,Female,Married,46000.0
262791,102,2,Female,Never married or under 15 years old,
262791,250,12,Male,Never married or under 15 years old,
263745,121,59,Male,Married,102000.0
263745,135,56,Female,Married,0.0
263882,54,64,Female,Married,12000.0
263882,95,58,Male,Married,103000.0
264881,88,31,Male,Married,53000.0
264881,182,31,Female,Married,52000.0
264881,107,3,Female,Never married or under 15 years old,
264881,138,1,Male,Never married or under 15 years old,
265367,186,29,Female,Divorced,75000.0
265367,102,8,Female,Never married or under 15 years old,
265367,214,2,Female,Never married or under 15 years old,
266133,130,73,Female,Divorced,0.0
266247,93,55,Female,Divorced,39000.0
266247,115,27,Male,Never married or under 15 years old,300.0
266573,99,64,Female,Widowed,0.0
266613,138,50,Male,Never married or under 15 years old,40000.0
266772,252,23,Female,Never married or under 15 years old,35000.0
267104,54,40,Male,Married,56000.0
267104,80,30,Female,Married,32000.0
267106,91,26,Male,Never married or under 15 years old,41000.0
267106,119,32,Male,Never married or under 15 years old,25000.0
267106,111,24,Female,Never married or under 15 years old,27000.0
268728,96,62,Female,Married,4000.0
268728,108,62,Male,Married,0.0
268837,109,26,Female,Married,0.0
268837,140,2,Male,Never married or under 15 years old,
269272,62,26,Female,Never married or under 15 years old,20000.0
269272,117,26,Male,Never married or under 15 years old,6200.0
269671,35,68,Male,Never married or under 15 years old,66000.0
269671,23,65,Female,Divorced,0.0
270878,114,59,Female,Never married or under 15 years old,15000.0
270947,17,38,Female,Divorced,52000.0
270947,33,15,Male,Never married or under 15 years old,0.0
270947,18,11,Male,Never married or under 15 years old,
270947,20,7,Female,Never married or under 15 years old,
270947,14,31,Male,Never married or under 15 years old,28000.0
271452,16,58,Male,Married,25000.0
271452,13,59,Female,Married,25000.0
271787,16,51,Male,Divorced,65000.0
271787,13,12,Male,Never married or under 15 years old,
271883,108,73,Male,Married,0.0
271883,82,71,Female,Married,0.0
272009,96,21,Male,Never married or under 15 years old,6000.0
272009,68,21,Female,Never married or under 15 years old,5000.0
272017,135,83,Female,Widowed,0.0
272349,76,79,Male,Married,0.0
272349,66,66,Female,Married,8200.0
272646,535,67,Male,Widowed,0.0
273965,48,71,Male,Married,0.0
273965,46,63,Female,Married,70000.0
273970,110,77,Male,Married,25000.0
273970,121,72,Female,Married,0.0
274110,59,59,Male,Divorced,0.0
274110,51,35,Male,Married,35000.0
274142,142,67,Female,Divorced,30000.0
274142,102,42,Female,Never married or under 15 years old,27000.0
274314,8,68,Male,Widowed,0.0
274337,147,69,Male,Married,0.0
274337,114,68,Female,Married,0.0
274429,39,66,Female,Never married or under 15 years old,0.0
275129,132,20,Female,Never married or under 15 years old,5000.0
275129,172,20,Female,Never married or under 15 years old,5000.0
275129,170,20,Female,Never married or under 15 years old,1000.0
275476,103,64,Female,Married,55000.0
275476,55,62,Male,Married,11000.0
275735,87,25,Female,Never married or under 15 years old,17000.0
276807,17,42,Male,Married,40000.0
276807,15,38,Female,Married,30000.0
276807,16,11,Male,Never married or under 15 years old,
276807,16,9,Male,Never married or under 15 years old,
277050,237,42,Male,Divorced,51000.0
277050,203,8,Female,Never married or under 15 years old,
277197,136,40,Male,Married,67000.0
277197,147,41,Female,Married,2400.0
277197,239,11,Female,Never married or under 15 years old,
277197,239,8,Male,Never married or under 15 years old,
277264,109,69,Female,Married,30000.0
277264,139,75,Male,Married,0.0
277486,214,46,Male,Married,98000.0
277486,279,46,Female,Married,13700.0
278319,72,61,Male,Divorced,0.0
278319,157,71,Male,Never married or under 15 years old,40000.0
